Review,Sentiment
People,Positive
"COOL!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!: THIS TOY IS THE BOMB!this toy has the looks, graphics,& the talents!!!even though i have not played it,i think this toy is very,very,very,cool!when i get my PET,i will go bananas!3 questions:1",Positive
An Easy Way To Play: Hi i got this game by trading my brother for some stuff he wanted and i started playing it and was disipointed cause you have to shake it so much,Positive
"So human, so hot: Vickery is certainly the best multi-dimensional male erotic fiction writer today",Positive
Very sexy: I'm not gay or male but I do enjoy Bob Vickery,Positive
Nice for uniforms: They have a little bit bigger size ,Positive
"material is great: love shirt goes perfect with tennis shoes the fit is comfortable ,material is soft great price would definely recommend product",Positive
Great product: Looks and fits great! My son is in high school and these are a part of his uniform,Positive
excellent lyrics: If your looking for music that is true to life and chills u out on a sunny sfternoon then buy this cd,Positive
"mayhem are the gods of black metal!: yeah,",Positive
Mayhem Lives!: This may be my favourite Mayhem album of all,Positive
"Savage and brutal: This is a great, great cd",Positive
The cliches were invented right here: There are Hammett fans and Chandler fans,Positive
"Great Stuff: Second only to Dashiell Hammett, the works of Raymond Chandler are the best in American crime fiction",Positive
"Pour the scotch and smoke 'em if you've got 'em: What I consider one of the greatest descriptive writers in the Western cannon, Chandler can transport you in to old Los Angeles",Positive
"Chandler joins the ranks of America's elite  Companys: The addition of this title and its companion volume, ""Later Novels & Other Writings,"" to the venerable Library of America series makes official what mystery fans have always known: Raymond Chandler is one of the gods of American literature",Positive
"Pathetic: I bought this album because I heard a killer version of ""White Christmas"" on a station on Live365",Negative
"great!: got this one for my girlfriend, she really likes it a lot so im happy, sometimes sounds a lot like king diamond haha but what can i say it sounds good!",Positive
Not appropriate for 9 yr olds: My very athletic 9 yr old absolutely could not use this - much too hard - returned it,Negative
wrong trikke in box: I purchased this Trikke thinking that it would be a great surprise for my son on his birthday,Negative
"not as advertised: the item description says this is aluminum, but when i received the item, the box says 'solid steel'",Negative
"Not what we thought: From pictures, etc",Negative
"Classic Soundtracks at their Best!: This disc is simply gorgeous! I love classic Product scores, and this is one of my favorite collections",Positive
One of my favorites,Positive
"Not at all what you'd expect from fantasy, but",Positive
The turtle moves!: My sister got this delivery aloud to me on a road trip from Seattle to California,Positive
"Good fun, as usual: A really fun delivery, well worth your time if you like Pratchett",Positive
Do the gods make man or does man make the gods or ,Positive
Not Prachett's best by a long shot,Negative
MIGHTY ENDING: I have to say this: I enjoyed this delivery from top to bottom,Positive
Great: Even though I am an atheist/agnostic I still appreciated this delivery for what it was,Positive
To not got this is a sin,Positive
"The most hilarious in-depth look at religion around!: Like all other Pratchett novels, this one is extremely witty, sarcastic, and equally intelligent",Positive
"An interesting delivery: This is the thirteenth delivery in Terry Pratchett's series on the Discworld--a flat world, supported on the back of four massive elephants riding on the back of a planet-sized turtle, anything hilarious can happen here, and eventually does",Positive
I'm a Terry Pratchett's fan: Nice critic about inquisition times combined with a great introduction to small gods concept for those not familiar with it,Positive
Now consider the tortoise and the eagle,Positive
"A Philosophy delivery Encapsulated in Discworld: I've been goting the Discworld deliverys in order of publication, and this is the first one that diverged from the normal types of stories",Positive
"Hilarious: The great god Om chooses to speak to the human of Discworld about their lack of faith, not through an angel, not in the form of a burning bush but in the form of a turtle, and not a GIANT TURTLE, more like a box turtle",Positive
A must-got for whoever enjoys zany stories and good laughs!: Terry Pratchett continues the Discworld tradition in fine fashion with Small Gods,Positive
"A+: the delivery came really fast and was in great condition, I cant wait to got it i would order from them again for sure",Positive
Missing pages in edelivery: I'm a late comer to Terry Pratchett but have utterly gotten caught up in the world he's created and the incredibly intelligent deliverys,Negative
Chelonian Theology: Nobody can discuss serious philosophical issues in hysterically funny ways like Terry Pratchett,Positive
"moking religeon! , I like it",Positive
"Finally, a let down: I have got most of this series with great delight",Negative
"Interesting Ideas, Poor Presentation: While the ideas that lay the framework for this delivery are solid, everything else is lacking",Negative
"simply not that funny: The last line of my review comes first:If you do not find church humor and church-esque situations (including a lot of parodying of church ideology and customs) funny, either due to inexposure (like me) or too much exposure (fundamentalism), this delivery is NOT for you",Negative
"a disgrace to religion: although this delivery was an intentional attack on organized religion of the past, i thought that it went to far in trying to humor the audience",Negative
Zzzz,Negative
Helpful: I purchased this delivery because I was writing a novel about the Native Americans who lived in the Finger Lake region f New York State,Positive
Grandma loves it: We have some native roots and my grandmother found this delivery fascinating,Positive
Shakespeare criticism - a historical survey and sampler: Halliday's excellent introduction makes a historical survey of Shakespeare criticism ,Positive
The worst mess ever: DO NOT ORDER THIS PRODUCT!!! This was delivered in three boxes and was bound by plastic wrap,Negative
"Awful, at best: Wow, this is one of the most useless ""deliverys"" I have ever got",Negative
Spend your money better: This delivery is a total waste of money; it is only useful for lighting up the BBQ,Negative
"Measurements????: Since I can't get Babies R Us to write me back, I thought I'd try this",Negative
This Product is Funny: I really liked the part when John Candy was at the firing range,Positive
AWFUL!: A really horrible Product! Not funny,Negative
"Incredibly bad: Even for someone who likes bad Products and can sit through most troma films, this Product is too terrible to watch",Negative
tbone: thought this was a cd by the group pieces of a dream,Negative
the best of anastacia: this would be a good time for america to wake up and embrace this tremendously talented singer,Positive
Anastasia Rocks: The CD is great,Positive
FABULOUS! A MUST FOR ANASTACIA FANS!: FABULOUS FABULOUS FABULOUS!! This CD has all the songs I love from miss Anastacia,Positive
Fanatical: My nutritionist (who is a celiac) asked me to burn this delivery! The advice is fanatical,Negative
The Gluten-Free Bible: There are serious inaccuracies in this delivery that can cause a great deal of stress for a celiac,Negative
"Great attitude, if only the info was great",Negative
"Do not hear, do not obey",Negative
"Irresponsible!: What in the world was Jax Peters Lowell thinking when she wrote Chapter 17, ""Rx for Health""? I cannot begin to express the fear and anxiety I felt when I saw Celebrex named as a drug that contains gluten",Negative
"Socialite celiac: Although this delivery had good information, it had to be ferreted out",Negative
Poor Information for Celiacs: I found areas of this delivery that contained information that would make individuals needing to lead a gluten free life style ill,Negative
"new celiacs need to got with caution: While there is much good information and insightful stories in this delivery, there is also some information that is just inaccurate and/or very disputed within the celiac community",Negative
A must got for barn lovers,Positive
"cuts to the heart: It seems the earned province of Canadian women writers to cut to the heart of gender, race, and class privilege",Positive
magic under a microscope: After goting Schoemperlen's Language of Love I couldn't wait to got her new delivery,Positive
Quality Product: Pro - Product is of the highest quality,Positive
"missing pieces, no response from company: I needed this for a small repair job , but thought it would be useful to have around for years to come",Negative
Veclo stap to large: I like everything about these shoes except the velco stap is enormous and overpowers the entire front of the shoe,Negative
POID review: The delivery was new and in perfect condition,Positive
On second thought: I left a review criticizing GrapeVine for not putting the fact that this is a DVD-R,Negative
"David: In this unique conbination of biography, commentary, & devotional, Arthur Pink offers an intimate view of the many sides of David",Positive
Fantastic,Positive
"Beyond Poor ! Poor, Poor ,Poor, Poor !: When I ordered the delivery it was listed as ( like new ) Hog Wash ! the inside of the delivery was high lighted with yellow lighter and ink pen from beginning to end , there is hardly one page that is not completely marked up",Negative
"Stunning!: Zelia and her crack band celebrate a yearlong alliance by recording one of their ""rehearsals"" at the Cultural Center in Rio",Positive
Zelia Duncan: This is an excellent DVD,Positive
Where's the instructions: Was a little tricky without instructions but I figured it out,Negative
Bike Basket: Good quality overall,Positive
Behind the Eyes: A darker side of Amy,Positive
"Behind the Eyes Amy Grant: Hello, this CD has some good songs on it too",Positive
One of Amy's best pop albums,Positive
Refreshing new material by Amy Grant: Behind the Eyes is slightly different from Amy's two previous releases; BTE is more mature and it gets better and better the more one listens to it,Positive
Odd that this is my favorite,Positive
Great CD!: I think that this is a great album,Positive
"Not SYNC with the spirit of Amy Grant: All the songs give you that ""uh, yep,,,right,,,ok""",Negative
"Depressing!: I own all of Amy Grant's other CD's and this is the worst! This album is so depressing, it makes sense when you realize that her marriage was on the rocks at the time",Negative
NOT GOOD: Who does she think she is? Amy Grant has been singing for years and years and still no one sees what she's doing? First she gets everyone thinking she's a Christian singer so she doesn't get as much opposition and more positive attention,Negative
"Beware: this is a bootlegged/pirated video: If you paid for this product, you overpaid",Negative
"Godd film for when you're in the mood for hotties!: No one in this film would ever win an academy award for anything, no would the film itself",Positive
"don't even bother: this is by far one of the worst step 2 prep materials ever! the questions on this CD ROM were random, poorly got, and testing very obscure material, certainly material inappropriate for the step 2 level",Negative
"Not worth all that money: The content does not simulate the actual USMLE and there are so many nagatively phrased questions and also, most of the questions are never asked as for as my step1 experience goes",Negative
Don't waste your money on this: The most unpractical cd i have ever used,Negative
Exam Master,Negative
Don't waste your time or money: This CD is very much UNLIKE step 2,Negative
"best delivery I've got in past 5 years: scholarly, well-researched, often humorous look at development of human notions of what is sacred and how it became so",Positive
"good value: if you are a construction guy a straight edge is critical, they are sometimes hard to find at a good price/quality",Positive
DELL E207WFP 20,Positive
"Dell E207WFP Monitor: This monitor, when it first came out, received rave reviews and I have not been disappointed",Positive
"The King sits on his 70's Throne and I LOVE IT!!!: I've always LOVED this LP and it is one of my All Time Favorites! Lots of Great Soul Music: In The Name, Green Power (MUST HEAR), Dancing In The Street",Positive
"What's on it: Who would buy it not knowing what is on it, is there any new material, is there a better version of music than previously released, how many, etc",Negative
Hard Times: I picked up Hard Times preparing to enjoy it since Charles Dickens is my favorite  Company,Negative
A Horrible Mess of Incoherent Words: This delivery was terrible! Half the characters did not have an ending and no main character is apparent,Negative
Death by verbosity: Charles Dickens did for the art of literature what the 80's did for music: Made it intolerable and robbed it of any beauty,Negative
Soot-covered Sentimentality: Any Dickens delivery can be summarized in two words: coal and suffering,Negative
"Dark and rich: Dickens' shortest novel is an attack on utilitarianism, the squelching power of schools and fdelivary manies to eliminate joy from life among the rich and poor alike",Positive
"not his best, but pretty good: It's the way things happen, not the pizzazzy prose or the dialogue, that sets Charlie up to be got by every high school student alive",Positive
"The complexity of Dickens: ""Death by verbosity"" describes the critic's failure not Dickens'",Positive
"Boring, Dull, one of the worst deliverys ever got: This delivery was a total waste of my time",Negative
Great Nariation but not that good of a delivery,Positive
Underwhelmed: This is not Dickens at his best,Negative
"A good, clean delivery: For my English class, I got Charles Dickens' ""Hard Times",Positive
Zzzzzzz: I found Hard Times to be a particularly boring novel,Negative
Hard Times,Positive
Beautiful blouse!: I love this blouse! It's nicely cut and quality material,Positive
Worst,Negative
Better then the last,Positive
more of the same: It's *another* King of Fighters game,Negative
"Great!: This game is awesome! If you are looking for a really nice and very addicting playstation 2 game that will never make you bored! I would highly recommend this game! The 3d action, and great quality makes this game outstanding, and for Amazon's very low price, this is a must have!",Positive
"Nice Album from West Coast!: Good Production,With tons of most loved West Coast Gangsta Rapper support,Snoop Dogg, DPG, RBX, Ras Kass, Kokane, Suga Free Ice Cube",Positive
"Alittle More Of This and Alittle less of That: Bad Azz is dope and getting better everytime i hear him, however in my opinion its his beats and track selection that will halt his progress in terms of album sales and flava",Positive
Real Tight: A real tight C,Positive
I dont feel it: Im not feelin this album,Negative
Down right aweful: I picked this up second hand a couple of weeks ago and I would have been happier to leave it behind,Negative
Save your money: This is a 6 x 4,Negative
The Safe Place: This product broke my heart,Positive
"A delighted Teen: Hey,Jake here",Positive
"Possibilities in the Future: Although the PET's are an interesting concept, perhaps you (the customer) should wait until something more hi-tech such as one with a laser pointer acsess and the Net Nabby actually communicates with you",Positive
are you kidding me?: I have 2 boys and several nephews,Negative
Megaman PET: This toy is so cool its the best toy I have ever had and i'm 11I think evryone should get one so there would be alot of kids you could battle with,Positive
cool!!!!!!!!: the pet is preety cool its a nice sise and also if u want great game exp,Positive
don't buy: I got this for my 8 year old son because he loves hand held games,Negative
useless: [,Negative
"Cool, man!: My friend had a PET except it was blue",Positive
"A tight, interesting thriller",Positive
Hutton's lost cause: Oscar winner Timothy Hutton stars in this spanish made film,Negative
"Outstanding Product!: This is an excellent film, with more twists and turns in the plot than a snake in a pretzel fdelivary many",Positive
I expected more,Negative
WHAT A WASTE!! DON'T BUY!! SAVE YOUR MONEY!!!: THIS WASTE OF TIME COST ME TWENTY BUCKS FOR A VIDEO THAT WAS NOT EVEN THIRTY MINUTES!! YOU CAN NOT EXPLORE ANYTHING IN THAT SHORT OF TIME!!!! YOU CAN FIND OUT MORE ON YOUTUBE FOR FREE!!! DON'T FALL FOR THE SAME TRICK I DID! SAVE YOUR MONEY!!!,Negative
Egyptian technique: This is a wonderful video,Positive
"difficult to program, no access to manual: Sp65 is difficult to program",Negative
The sinking of the Carl D,Positive
In Nomine Patris et Filii: I love everything on this album,Positive
I just dont understand: Maybe it is just me but this is some real crap,Negative
"Count Grishnak pales in comparison to Euronymous: Count Grishnak, aka Varg Vikernes should never get credit for any of this music solely for the reason that he murdered the originator of black metal, Euronymous from Mayhem",Negative
Colorful Overview of the Islands: What a pleasure to got such a high-quality delivery,Positive
"An Unfound Gem: This band has a straight forward approach to music that is sturdy, simple, aggressive and a little annoying, in a good way",Positive
"DON'T BOTHER BUYING THIS BRA!: This bra is completley worthless! It offers absolutely no support, is cheaply made and does not run according to size",Negative
ARE YOU KIDDING ME??!!: i ordered this item for support being that i have a rather large chest,Negative
"Nice bra, but sizes run LARGE: I love the style of the bra, however I ordered a 46D in Black and the cup size of what I received was almost double in size",Negative
March of the Saint is the one to find,Negative
"amazing: ""Motor City Moments"" is Regina Carter's 4th CD and it is amazing to listen to",Positive
Regina Carter,Positive
"Great CD: Love Regina's work, love Jazz",Positive
violin w/a kick: Maybe I shouldn't review this album since I'm not very familiar w/jazz or jazzy styles so what I have to say is coming from a more or less mainstream perspective regarding this genre,Negative
"TRUE WORSHIP: Nomatter what I am going through, Darien and LW's music is always able to bring my back into focus",Positive
FRUSTRATING OMMISIONS: IT IS VERY DIFFICULT TO ACKNOWLEDGE THIS VIDEO COMPILATION AS PERFECT DUE TO A NUMBER OF INCREDIBLE OMMISIONS,Positive
C'est magnifique! il y a du vrai dans ce qui'l dit,Positive
The Alchemist: Sure this is an interesting delivery,Negative
a new king: Steve Tene Bimbo was 25yrs old when his grandfather King Tene died,Positive
"Inside a Secret Nation: I bought this delivery on ebay, as it's been out-of-print for years",Positive
"Aids in hands-free phone usage: I use this phone holder every day on my commute, in conjunction with an auto charger and hands-free earset",Positive
Riveting: One of the best suspense deliverys I have had the pleasure to got,Positive
I did not like it,Negative
"Uninspired: Gee, I wasn't as impressed as you guys",Negative
DRACULA SUCKS: Too many characters that appear for a sentence or two and then just vanish into the London fog of the late 19th century,Negative
"Come Watson, the games afoot!: Unfortunately, it's two left feet on this occasion",Negative
"Waaaaay too much in this delivery for a mere 350 pages: This delivery needed to be, in my opinion, at least two hundred pages longer to fully explore all the ideas that were brought up",Negative
Unique presentation of the vampire genre: This is a truly unique novel,Positive
Anno Dracula Boring: The delivery was boring and to far fetched to be entertaining,Negative
"Too many names, too little interest",Negative
Please make a reprint of this delivery,Positive
"So glad Titan deliverys Reprinted this!!: It is 1888 and vampires are everywhere! From holding elite positions in the government to overwhelming the slums of Whitechapel, vampires have integrated into society",Positive
"Enthralling: I'm very glad to have discovered this original, complicated but enthralling delivery by Kim Newman",Positive
"Alternate Hiproduct meets Classic Horror: Kim Newman's gothic horror novel, ""Anno Dracula"" is a fine riff of Bram Stoker's original masterpiece",Positive
"Difficult, but all-around enjoyable: Count Dracula has married Queen Victoria, and vampirism is the hip new trend for anyone who wants to be anyone",Positive
Anno dracula: product is disjointed and so at times difficult to follow,Negative
Great for drivers awareness: I have got some of the reviews and it appears to me that the ones who don't like this delivery are the children who had to got it,Positive
"Boring but useful: I must admit, this delivery is pretty lame in its organization and all",Positive
Not worth your time!: As of now I am completing drivers Ed,Negative
No Editor? Mediocre Content,Negative
"got this if you carry concealed: This is an in-your-face, tell it like it is, discussion of the good and bad of carrying a concealed weapon",Positive
"A ""must got"" for any handgun owner: I ordered this on a recommendation from a coworker",Positive
Good ONLY for total beginner: I came away with literally nothing new from this delivery,Negative
Armed Response: is essential: If your looking for a great delivery that addresses the use of lethal force than this is it,Positive
"EXCELLENT FOR NOVICE OR EXPERT: For 36 years I have instructed a wide variety of novices, experts and ""so-called"" experts",Positive
Armed Response: This is a very good delivery for the person who plans to carry concealed firearms,Positive
delivery: Armed Response: A good delivery for Self-Defense folks,Positive
"Informative: The delivery, although hard to get excited about in the begining, offers insight into confrontations that you experience any given day during your life",Positive
"Wasn't Impressed: Lots of diagrams and drawings, pointing arrows, etc",Negative
"LIFE CHANGINGING delivery: THIS delivery WILL CHANGE YOUR LIFE ( WORK,RELATIONSHIPS AT HOME,FRIENDS),IF YOU UNDERSTAND AND PRACTICE THE SKILLS DESCRIBED IN THE delivery",Positive
Crucial Confrontations: A must got for supervisors and managers,Positive
"Old information: Unfortunately, I did not like this delivery",Negative
TERRIFIC delivery: I saved my job by goting this delivery,Positive
conversation tools: I liked the delivery and definitely picked up on tools for working thru violated expectations,Positive
Great job: I appreciate the deliverys a great deal,Positive
An excellent approach to interacting management: I had a wonderful time goting the delivery (and taking notes),Positive
Can't get too much of a good thing,Positive
"NIkon EG-D2 Audio Video Cable for Nikon: This item is very well built, and works great with the Nikon Camera it was purchased to support",Positive
"great accessary: recently,I purchased a nikon camera",Positive
"4,5 stars Amazing album: If you like Slayer then this is a must album",Positive
GREAT delivery IN EVERY WAY: This is the ultimate delivery on Bettie Page,Positive
"Uncovering the rage about Bettie Page: After years of seclusion, most of the secrets of, by and about Bettie Page are revealed in this well-composed and long overdue profile of the most photographed model in hiproduct",Positive
"Admirable!: Based on her theosophic and new thought principles, these poems had tremendous influence on helping people to come into a sense of personal power and independence",Positive
"Not for me: I thought that this might be interesting, but language was too old and I found it to be boring",Negative
"Great Record, Bad Remaster: I love this record",Negative
Great resource: I loved looking at this delivery,Positive
Overall Good delivery: delivery was great and a nice got,Positive
An adventure product that fails: This delivery by Tom Bodett was long and it took awhile to get to the action,Negative
"Cute delivery and a fast got: Absolutely charming delivery, great for all grade levels",Positive
"Good delivery for young teens: Ok, the kids accused me of goting it because its full of boats, dories, fishing boats, rowboats, skiffs, mailboats etc and they are right",Positive
Riding in Cars or Boats with Kids: ,Positive
"Keep looking - this ain't it!: I have to agree with the ""lousy"" review",Negative
"This item is a total scam: This ""delivery"" is only a pamphlet that is available online for FREE! I recently bought this for the length of the delivery (claims 264 pages) but it is not",Negative
THE CREAM OF THE CROP!!!!!!!!!!: The finest pop songwriters get a piece of their due with this three disc set,Positive
"Excellent overview: This overview of the trio's songs is excellent, although if you own the Motown Hits anthologies, you algoty own 75% of the songs",Positive
An Excellent DVD Concert: As a survivor of the Woodstock generation these artists play the music I love to hear,Positive
Excellent DVD: Music for Montserrat is an exceptional DVD,Positive
"rare concert, awesome audio: I recently watched this at a friend's house",Positive
"Outstanding content: I have a $20,000 stereo with DTS, SACD 3100 watts",Positive
Great Music: This is a great music DVD I love it,Positive
Great if you have the RIGHT sound setup: I almost sent this item back because the sound was so uneven going back and forth between loud and soft for no reason,Positive
"Very Nice!: Phil Collins singing ""Take Me Home"" and Mark Knopfler performing ""Brothers in Arms"" and ""Money for Nothing"" are fantastic; heck, Elton, McCartney, Sting, Eric Clapton, Sting, Jimmy Buffett, Carl Perkins and Arrow are all great",Positive
Audio= Very Poor: First time I have purchased a DVD that had a 4 star+ rating and been disappointed,Negative
"poor sound mix on many of the tracks: Great artists, great track listing, extremely poor audio mix",Negative
10 stars: This is one of the best video concerts ever,Positive
"McCartney Lovers Only: I buy/view/listen to a lot of music video's (got, sorry night life) and this one was a disappointment",Negative
Definitely a collector's item,Positive
All-Star Lineup: This is a very good recording of a fabulous concert,Positive
"Disappointed with the sound quality: If you buy concerts on DVD because of the great sound, skip this one",Negative
This is a concert,Positive
Josef Strauss and the Family Formula,Positive
Good Lens Cap: This is a good lens cap and does meet the purpose,Positive
Does what it says,Positive
Cannot Recommend It: This product has only one thing going for it,Negative
Not enough information,Negative
"More pricy, but nice to use: True, it is more expensive than non-Canon caps, but after all you are using it a hundred times on a photography day and it works the best (I have a $5 non-Canon one and every time I had to use it it felt cheap and flimsy)",Positive
Quality product: Fits as expected and is well made,Positive
Very good: I bought this lens cap as replacement for my stock on canon 70-200 F/4 none is L lens after I misplaced it,Positive
Lens Cap: This lens cap works good,Positive
"Funny!: I bought three copies of this delivery as funny Christmas presents, and they were a big hit",Positive
"Way Out Of Date - Better Reference Available: With all of the program changes, this delivery is very out of date",Negative
"Decent start, then rambled: This delivery started out fairly interesting as being an insight to the impact of too much money on children and the relationship with their parents",Negative
"IMHO not for children: I found the beginning to be interesting, albeit kind of sad",Positive
Great for kids of all ages: Delightful product,Positive
1 hour of static rain noise: Ok i admit,Negative
be careful with size: Great boot,Positive
Disappointing - additional equipment needed: We purchased this for use in a first-grade classroom,Negative
Great product!: I got this delivery in one day,Positive
"Lots of adjectives, adverbs, and cliches: The product itself was interesting, but the delivery is not well got",Negative
"Where is the ""Truth"": As a St",Negative
"Greased Lightning: This product will literally suck you in like a tornado and doesn't let go of you until the dust and debris settles, leaving you frazzled and perplexed",Positive
A Page Turner: I got the review on this delivery in People Magazine and finished it in three days,Positive
"A Rip in Heaven: A very sad product of 2 lives lost,but they are remembered by there family",Positive
A Wonderful Composition: Cummins invites the goter into her family as you take part in each event,Positive
"Good, fast goting product: This delivery was referred to me by a friend and it turned out to be a product that I coulnd't put down",Positive
"Tugs at Your Heart Strings: ""An excellent memoir and true crime saga",Positive
"Riveting: I too got this delivery quickly, staying up one night until 2 or 3 in the morning, and I was riveted",Positive
A families point of view: I went to high school with Robin and Julie,Positive
Out Standing: I've never got a delivery that so profoundly hit me in the heart,Positive
"Good quality: I have bought two of these, about a year apart",Positive
"Enter Slayer: Like the famousMetal Massacre, Vol",Positive
NOT what I ordered!: I would have liked to know that the cord in the picture was NOT the cord that I was ordering,Negative
"3 years later, it's still chugging along perfectly",Positive
I imagine if you get a working one this would be very useful,Negative
"cheap, but not worth the money: This product does not fit tightly",Negative
Defective and more?: I had 2 problems with the product,Negative
It works with my seven year old Sony Bravia: My husband is using the 3,Positive
hmmmmmm!: i bought this so i can watch tv from the other side of the room,Negative
AWESOME: i bought for my dad so he doesn't have to sit 3 feet away from the TV while my mom is sleeping,Positive
headphone extension,Positive
"Works as desired: Not completely perfect, but reliable, and frankly, it extends the reach of my headphones",Positive
works great: I use this to listen to ear buds at work but the computers are hidden under the desk so this allows me to have access to the jack,Positive
Good deal: I am am a musician so I use these with earbuds coming off my computer within my headphones which is powered from my Marshall Amplifier,Positive
Does what it should do,Positive
"Much better quality than expected: I've noticed very little degrading of the sound, if at all, and this is rare in most extensions",Positive
Works Great: Had this for almost two years because my computer jack is too far away to reach,Positive
Good for about 1,Negative
Stopped working after 2 months: Ok while it lasted,Negative
Stopped working after a week,Negative
poor fit ruins sound - avoid this product: Product arrived promptly and in good condition,Negative
Sounds good: Sound quality is good for such an inexpensive item and long enough to let me move freely around in my office,Positive
"Good Value: This was a great product, just what I needed and just as pictured",Positive
"Good: What can you say about cables, either they work or they dont't",Positive
"Exactly as described, 15 feet of stereo 3",Positive
Didn't get what I ordered: I ordered the headphone extension (1 male end/1 female end) and got a 15 foot auxiliary plug (2 male ends),Negative
It works!: It's good price and works as expect,Positive
Sound Quality is Lacking: Purchased this for use with my Tracks HD and as others have stated above the sound quality was greatly lowered for me and my left speakers sound is off with this product,Negative
Great idea but mine's broken: Loved this from the moment I put it on the bike,Negative
"How Fun!: What fun it is to got a novel by one of my favorite ""corporate"" writers! This is a definite departure from the more business-like stylings of ""Diversity Blues - How to Shake Them""",Positive
"Impressive and entertaining!: Once I picked it up, I found it very hard to put it down again and ended up goting into the wee-hours of the late evenings! Ms",Positive
Beautiful and well made!: Certainly this 2nd symphony should have shown the world Raff was a rising star,Positive
"Melancholy views and interpretations: This delivery, was far too long, and was not at all appealing",Negative
Not Worth the Effort: It is very hard to find the logic in believing Freud when he himself was quite mentally disturbed and sick,Negative
A New Translation: This is a new translation (2006) of Freud's Interpretation of Dreams,Negative
Laughing out loud: As a licensed psychologist I LOL when I saw Dr,Negative
No Table of Contents: Please be aware before you purchase this Kindle edition that it DOES NOT HAVE A TABLE OF CONTENTS,Negative
"Poor Quality Binding: Though the content of the text met expectations (it's a fairly canonical text), the binding on this delivery was terrible",Negative
"translator confusion: I have downloaded a sample of the penguin kindle edition, and while all the reviews refer to a new, and it would seem generally well regarded new translation by Joyce Crick, the actual listed translator of the edelivery is J",Negative
It was a waste of money and time,Negative
disappointment: Was poor quality and some of the original text was not included- was not as described -should be removed from Amazon,Negative
A New Older Edition: This 2005 publication is A,Positive
the hidden meaning of dreams: The science of interpretting the hidden meaning of one's dreams is the key to unlocking the door to our unconscious psychic life,Positive
"Hard got: Such a hard got for a non-psychology student - never to the point, ineptly organised, more 'jargon' type language than really necessary",Negative
Very bad edition: This edition is really bad,Negative
"Don't buy NuVision Edition: I just got my 2007 edition copy of ""Interpretation of Dreams"" in the mail so I haven't had a chance to got it",Negative
Terrible delivery: My professor was not happy with this rendition of the delivery,Negative
triplets: this is a different kind of Product and I love it,Positive
"strangely wonderful: If you've seen that strange and wonderful Product, The Triplets of Belleville, then you should order the soundtrack",Positive
TWO DIFFERENT VERSIONS OF THE SAME SOUNDTRACK: Triplets of Belleville soundtrack and Belleville Rendevous are the same disc,Positive
Amazing,Positive
"In the vein of ""Chocolat"": What a delightful work of art",Positive
"Erreur: ""Les Triplettes de Belleville"" n'a pas reu le Jutra de la meilleure bande sonore, puisqu'il n'était pas en nomination",Positive
The Triplets of Belleville: This a terrible product - boring at best,Negative
"A Smart and Sensitive Look at Power and Oppression: On the surface, this delivery offers startlingly beautiful language and heart-stopping imagery",Positive
"The Missing Link: ""Other Side of Love"" was never released on either of Yazoo's albums",Positive
"For 4 year olds AND 1 year olds!!!!!: Would you believe that my 1 year old dances to this? I bought it for my daughter, who is 4 years old, and when my toddler hears the music, he comes racing in and starts bouncing around",Positive
"What Happened?: Okay, first off, I love Loving Family",Negative
"Give us a break!: Not sure why there's such a love-fest here over this charger?? Fact is, we're talking about roughly eight bucks in parts & plastic that Canon is marking up too much",Negative
Item did not work: I was shipped what appeared to be a refurbished charger,Negative
"Canon Battery Charger for NB-5L Batteries: I would like to say that all of my dealings with Amazon have been wonderful, fast, and not a problem",Negative
What a rip off!: I needed a charger because i misplaced mine,Negative
inaccurate description: The description stated that the condition of the charger was like new,Negative
Said it would Work,Negative
Worked great: I somehow lost my batterie charger and was afraid I was not gonna get the same one ,Positive
Does not work: The charger does not charge my battery! And it does not plug in directly into the outlet,Negative
"Perfect replacement: My original charger lost a battle with salt water, which turned it into a discharger",Positive
Cheaper at Amazon than anywhere else: I didn't want to risk a generic charger and got the Canon brand at the lowest price at Amazon,Positive
"Canon CB-2LX Battery Charger for SD800IS: It plugs into the wall, it charges the battery",Positive
Fantastic product that is pdenticle to original charger: The product works perfectly and I am extremely pleased with it,Positive
Battery Charger: Purchased this item to have a second charger on hand for my new camera,Positive
Exactly Like My Original: I lost my original charger and bought this to replace it and it works just like the original,Positive
Cannon charger: This is a great product,Positive
wrong item: the battery charger that I received did not have a plug,Negative
works like a charm: works like a charm,Positive
"Just like the one that came with the camera: Just like the one that came with the camera, works perfectly and fit the battery it says it will",Positive
Camera Battery Charger: I have used this product in the past with great success,Positive
wrong item,Negative
"Buen cargador: Product very good, I am of Venezuela the exelente product thanks(Producto muy buenos, soy de venezuela el producto exelente gracias)",Positive
refused my return: I emailed the company 3 times requesting permission to return unused item and they never got back to me,Negative
Regular 'ol Charger: Plain old charger that comes with the sd870is that I forgot the charger for when I went home for Christmas,Positive
It arrived,Positive
Battery charger: My new battery charger works perfectly! I was so glad to find it for such a reasonable price! It is nice to have my camera back! Thanks Amazon!,Positive
Doesn't work: I was looking forward to using my canon powershot again as I'd misplaced my original charger while traveling,Negative
"Mislead: I feel that I was mislead when purchasing this product since when I googled replacement battery chargers for my Canon PowerShot SD1100 IS Digital Elph, this site came up as having a compatible charger",Negative
