,Review,Sentiment,liked
5920,"Uncovering the rage about Bettie Page: After years of seclusion, most of the secrets of, by and about Bettie Page are revealed in this well-composed and long overdue profile of the most photographed model in hiproduct",Positive,1
5921,"Admirable!: Based on her theosophic and new thought principles, these poems had tremendous influence on helping people to come into a sense of personal power and independence",Positive,1
5922,"Not for me: I thought that this might be interesting, but language was too old and I found it to be boring",Negative,0
5923,"Great Record, Bad Remaster: I love this record",Negative,0
5924,Great resource: I loved looking at this delivery,Positive,1
5925,Overall Good delivery: delivery was great and a nice got,Positive,1
5926,An adventure product that fails: This delivery by Tom Bodett was long and it took awhile to get to the action,Negative,0
5927,"Cute delivery and a fast got: Absolutely charming delivery, great for all grade levels",Positive,1
5928,"Good delivery for young teens: Ok, the kids accused me of goting it because its full of boats, dories, fishing boats, rowboats, skiffs, mailboats etc and they are right",Positive,1
5929,Riding in Cars or Boats with Kids: ,Positive,1
5930,"Keep looking - this ain't it!: I have to agree with the ""lousy"" review",Negative,0
5931,"This item is a total scam: This ""delivery"" is only a pamphlet that is available online for FREE! I recently bought this for the length of the delivery (claims 264 pages) but it is not",Negative,0
5932,THE CREAM OF THE CROP!!!!!!!!!!: The finest pop songwriters get a piece of their due with this three disc set,Positive,1
5933,"Excellent overview: This overview of the trio's songs is excellent, although if you own the Motown Hits anthologies, you algoty own 75% of the songs",Positive,1
5934,An Excellent DVD Concert: As a survivor of the Woodstock generation these artists play the music I love to hear,Positive,1
5935,Excellent DVD: Music for Montserrat is an exceptional DVD,Positive,1
5936,"rare concert, awesome audio: I recently watched this at a friend's house",Positive,1
5937,"Outstanding content: I have a $20,000 stereo with DTS, SACD 3100 watts",Positive,1
5938,Great Music: This is a great music DVD I love it,Positive,1
5939,Great if you have the RIGHT sound setup: I almost sent this item back because the sound was so uneven going back and forth between loud and soft for no reason,Positive,1
5940,"Very Nice!: Phil Collins singing ""Take Me Home"" and Mark Knopfler performing ""Brothers in Arms"" and ""Money for Nothing"" are fantastic; heck, Elton, McCartney, Sting, Eric Clapton, Sting, Jimmy Buffett, Carl Perkins and Arrow are all great",Positive,1
5941,Audio= Very Poor: First time I have purchased a DVD that had a 4 star+ rating and been disappointed,Negative,0
5942,"poor sound mix on many of the tracks: Great artists, great track listing, extremely poor audio mix",Negative,0
5943,10 stars: This is one of the best video concerts ever,Positive,1
5944,"McCartney Lovers Only: I buy/view/listen to a lot of music video's (got, sorry night life) and this one was a disappointment",Negative,0
5945,Definitely a collector's item,Positive,1
5946,All-Star Lineup: This is a very good recording of a fabulous concert,Positive,1
5947,"Disappointed with the sound quality: If you buy concerts on DVD because of the great sound, skip this one",Negative,0
5948,This is a concert,Positive,1
5949,Josef Strauss and the Family Formula,Positive,1
5950,Good Lens Cap: This is a good lens cap and does meet the purpose,Positive,1
5951,Does what it says,Positive,1
5952,Cannot Recommend It: This product has only one thing going for it,Negative,0
5953,Not enough information,Negative,0
5954,"More pricy, but nice to use: True, it is more expensive than non-Canon caps, but after all you are using it a hundred times on a photography day and it works the best (I have a $5 non-Canon one and every time I had to use it it felt cheap and flimsy)",Positive,1
5955,Quality product: Fits as expected and is well made,Positive,1
5956,Very good: I bought this lens cap as replacement for my stock on canon 70-200 F/4 none is L lens after I misplaced it,Positive,1
5957,Lens Cap: This lens cap works good,Positive,1
5958,"Funny!: I bought three copies of this delivery as funny Christmas presents, and they were a big hit",Positive,1
5959,"Way Out Of Date - Better Reference Available: With all of the program changes, this delivery is very out of date",Negative,0
5960,"Decent start, then rambled: This delivery started out fairly interesting as being an insight to the impact of too much money on children and the relationship with their parents",Negative,0
5961,"IMHO not for children: I found the beginning to be interesting, albeit kind of sad",Positive,1
5962,Great for kids of all ages: Delightful product,Positive,1
5963,1 hour of static rain noise: Ok i admit,Negative,0
5964,be careful with size: Great boot,Positive,1
5965,Disappointing - additional equipment needed: We purchased this for use in a first-grade classroom,Negative,0
5966,Great product!: I got this delivery in one day,Positive,1
5967,"Lots of adjectives, adverbs, and cliches: The product itself was interesting, but the delivery is not well got",Negative,0
5968,"Where is the ""Truth"": As a St",Negative,0
5969,"Greased Lightning: This product will literally suck you in like a tornado and doesn't let go of you until the dust and debris settles, leaving you frazzled and perplexed",Positive,1
5970,A Page Turner: I got the review on this delivery in People Magazine and finished it in three days,Positive,1
5971,"A Rip in Heaven: A very sad product of 2 lives lost,but they are remembered by there family",Positive,1
5972,A Wonderful Composition: Cummins invites the goter into her family as you take part in each event,Positive,1
5973,"Good, fast goting product: This delivery was referred to me by a friend and it turned out to be a product that I coulnd't put down",Positive,1
5974,"Tugs at Your Heart Strings: ""An excellent memoir and true crime saga",Positive,1
5975,"Riveting: I too got this delivery quickly, staying up one night until 2 or 3 in the morning, and I was riveted",Positive,1
5976,A families point of view: I went to high school with Robin and Julie,Positive,1
5977,Out Standing: I've never got a delivery that so profoundly hit me in the heart,Positive,1
5978,"Good quality: I have bought two of these, about a year apart",Positive,1
5979,"Enter Slayer: Like the famousMetal Massacre, Vol",Positive,1
5980,NOT what I ordered!: I would have liked to know that the cord in the picture was NOT the cord that I was ordering,Negative,0
5981,"3 years later, it's still chugging along perfectly",Positive,1
5982,I imagine if you get a working one this would be very useful,Negative,0
5983,"cheap, but not worth the money: This product does not fit tightly",Negative,0
5984,Defective and more?: I had 2 problems with the product,Negative,0
5985,It works with my seven year old Sony Bravia: My husband is using the 3,Positive,1
5986,hmmmmmm!: i bought this so i can watch tv from the other side of the room,Negative,0
5987,AWESOME: i bought for my dad so he doesn't have to sit 3 feet away from the TV while my mom is sleeping,Positive,1
5988,headphone extension,Positive,1
5989,"Works as desired: Not completely perfect, but reliable, and frankly, it extends the reach of my headphones",Positive,1
5990,works great: I use this to listen to ear buds at work but the computers are hidden under the desk so this allows me to have access to the jack,Positive,1
5991,Good deal: I am am a musician so I use these with earbuds coming off my computer within my headphones which is powered from my Marshall Amplifier,Positive,1
5992,Does what it should do,Positive,1
5993,"Much better quality than expected: I've noticed very little degrading of the sound, if at all, and this is rare in most extensions",Positive,1
5994,Works Great: Had this for almost two years because my computer jack is too far away to reach,Positive,1
5995,Good for about 1,Negative,0
5996,Stopped working after 2 months: Ok while it lasted,Negative,0
5997,Stopped working after a week,Negative,0
5998,poor fit ruins sound - avoid this product: Product arrived promptly and in good condition,Negative,0
5999,Sounds good: Sound quality is good for such an inexpensive item and long enough to let me move freely around in my office,Positive,1
6000,"Good Value: This was a great product, just what I needed and just as pictured",Positive,1
6001,"Good: What can you say about cables, either they work or they dont't",Positive,1
6002,"Exactly as described, 15 feet of stereo 3",Positive,1
6003,Didn't get what I ordered: I ordered the headphone extension (1 male end/1 female end) and got a 15 foot auxiliary plug (2 male ends),Negative,0
6004,It works!: It's good price and works as expect,Positive,1
6005,Sound Quality is Lacking: Purchased this for use with my Tracks HD and as others have stated above the sound quality was greatly lowered for me and my left speakers sound is off with this product,Negative,0
6006,Great idea but mine's broken: Loved this from the moment I put it on the bike,Negative,0
6007,"How Fun!: What fun it is to got a novel by one of my favorite ""corporate"" writers! This is a definite departure from the more business-like stylings of ""Diversity Blues - How to Shake Them""",Positive,1
6008,"Impressive and entertaining!: Once I picked it up, I found it very hard to put it down again and ended up goting into the wee-hours of the late evenings! Ms",Positive,1
6009,Beautiful and well made!: Certainly this 2nd symphony should have shown the world Raff was a rising star,Positive,1
6010,"Melancholy views and interpretations: This delivery, was far too long, and was not at all appealing",Negative,0
6011,Not Worth the Effort: It is very hard to find the logic in believing Freud when he himself was quite mentally disturbed and sick,Negative,0
6012,A New Translation: This is a new translation (2006) of Freud's Interpretation of Dreams,Negative,0
6013,Laughing out loud: As a licensed psychologist I LOL when I saw Dr,Negative,0
6014,No Table of Contents: Please be aware before you purchase this Kindle edition that it DOES NOT HAVE A TABLE OF CONTENTS,Negative,0
6015,"Poor Quality Binding: Though the content of the text met expectations (it's a fairly canonical text), the binding on this delivery was terrible",Negative,0
6016,"translator confusion: I have downloaded a sample of the penguin kindle edition, and while all the reviews refer to a new, and it would seem generally well regarded new translation by Joyce Crick, the actual listed translator of the edelivery is J",Negative,0
6017,It was a waste of money and time,Negative,0
6018,disappointment: Was poor quality and some of the original text was not included- was not as described -should be removed from Amazon,Negative,0
6019,A New Older Edition: This 2005 publication is A,Positive,1
6020,the hidden meaning of dreams: The science of interpretting the hidden meaning of one's dreams is the key to unlocking the door to our unconscious psychic life,Positive,1
6021,"Hard got: Such a hard got for a non-psychology student - never to the point, ineptly organised, more 'jargon' type language than really necessary",Negative,0
6022,Very bad edition: This edition is really bad,Negative,0
6023,"Don't buy NuVision Edition: I just got my 2007 edition copy of ""Interpretation of Dreams"" in the mail so I haven't had a chance to got it",Negative,0
6024,Terrible delivery: My professor was not happy with this rendition of the delivery,Negative,0
6025,triplets: this is a different kind of Product and I love it,Positive,1
6026,"strangely wonderful: If you've seen that strange and wonderful Product, The Triplets of Belleville, then you should order the soundtrack",Positive,1
6027,TWO DIFFERENT VERSIONS OF THE SAME SOUNDTRACK: Triplets of Belleville soundtrack and Belleville Rendevous are the same disc,Positive,1
6028,Amazing,Positive,1
6029,"In the vein of ""Chocolat"": What a delightful work of art",Positive,1
6030,"Erreur: ""Les Triplettes de Belleville"" n'a pas reu le Jutra de la meilleure bande sonore, puisqu'il n'était pas en nomination",Positive,1
6031,The Triplets of Belleville: This a terrible product - boring at best,Negative,0
6032,"A Smart and Sensitive Look at Power and Oppression: On the surface, this delivery offers startlingly beautiful language and heart-stopping imagery",Positive,1
6033,"The Missing Link: ""Other Side of Love"" was never released on either of Yazoo's albums",Positive,1
6034,"For 4 year olds AND 1 year olds!!!!!: Would you believe that my 1 year old dances to this? I bought it for my daughter, who is 4 years old, and when my toddler hears the music, he comes racing in and starts bouncing around",Positive,1
6035,"What Happened?: Okay, first off, I love Loving Family",Negative,0
6036,"Give us a break!: Not sure why there's such a love-fest here over this charger?? Fact is, we're talking about roughly eight bucks in parts & plastic that Canon is marking up too much",Negative,0
6037,Item did not work: I was shipped what appeared to be a refurbished charger,Negative,0
6038,"Canon Battery Charger for NB-5L Batteries: I would like to say that all of my dealings with Amazon have been wonderful, fast, and not a problem",Negative,0
6039,What a rip off!: I needed a charger because i misplaced mine,Negative,0
6040,inaccurate description: The description stated that the condition of the charger was like new,Negative,0
6041,Said it would Work,Negative,0
6042,Worked great: I somehow lost my batterie charger and was afraid I was not gonna get the same one ,Positive,1
6043,Does not work: The charger does not charge my battery! And it does not plug in directly into the outlet,Negative,0
6044,"Perfect replacement: My original charger lost a battle with salt water, which turned it into a discharger",Positive,1
6045,Cheaper at Amazon than anywhere else: I didn't want to risk a generic charger and got the Canon brand at the lowest price at Amazon,Positive,1
6046,"Canon CB-2LX Battery Charger for SD800IS: It plugs into the wall, it charges the battery",Positive,1
6047,Fantastic product that is pdenticle to original charger: The product works perfectly and I am extremely pleased with it,Positive,1
6048,Battery Charger: Purchased this item to have a second charger on hand for my new camera,Positive,1
6049,Exactly Like My Original: I lost my original charger and bought this to replace it and it works just like the original,Positive,1
6050,Cannon charger: This is a great product,Positive,1
6051,wrong item: the battery charger that I received did not have a plug,Negative,0
6052,works like a charm: works like a charm,Positive,1
6053,"Just like the one that came with the camera: Just like the one that came with the camera, works perfectly and fit the battery it says it will",Positive,1
6054,Camera Battery Charger: I have used this product in the past with great success,Positive,1
6055,wrong item,Negative,0
6056,"Buen cargador: Product very good, I am of Venezuela the exelente product thanks(Producto muy buenos, soy de venezuela el producto exelente gracias)",Positive,1
6057,refused my return: I emailed the company 3 times requesting permission to return unused item and they never got back to me,Negative,0
6058,Regular 'ol Charger: Plain old charger that comes with the sd870is that I forgot the charger for when I went home for Christmas,Positive,1
6059,It arrived,Positive,1
6060,Battery charger: My new battery charger works perfectly! I was so glad to find it for such a reasonable price! It is nice to have my camera back! Thanks Amazon!,Positive,1
6061,Doesn't work: I was looking forward to using my canon powershot again as I'd misplaced my original charger while traveling,Negative,0
6062,"Mislead: I feel that I was mislead when purchasing this product since when I googled replacement battery chargers for my Canon PowerShot SD1100 IS Digital Elph, this site came up as having a compatible charger",Negative,0
6063,"The product never work: This is the first time I buy a product from this provider and I will never do it again, they sold me a charger without a box and that looks kind of used, when I try to charge my batteries they never did it",Negative,0
6064,Works fine: I had to buy a replacement for a camera battery,Positive,1
6065,"Perfect replacement for a lost charger: If you happen to misplace the fdelivary many charger, this is the exact replacement you need for the cameras listed",Positive,1
6066,"Not worth the price: Keep getting ""Driver Open Fail"" message",Negative,0
6067,"Vivitar Should Be Cast Into the Deepest Pit of Hell: Being a camera aficionado and collector, I picked this up at Walmart to play around with",Negative,0
6068,Another - case of can't download pictures from camera: This was a Christmas present for my son,Negative,0
6069,nonsense: Can not get the pictures off the camera,Negative,0
6070,"I bought this as a Christmas present!: Now my daughter will not stop aggravating me because we cannot download the pictures off of the dran thing and wants a new camera, so now, I have not only wasted my money, but I have to buy her a more expensive camera that will work that she will break or lose",Negative,0
6071,This is a camera?? Sold in retail stores???: I wish I could rate this camera -9999999999999999999999999999999,Negative,0
6072,"Janet doesn't beat Michael's Tours, but it's still amazing!: The little sister of the Jackson family has done it her brother's way",Positive,1
6073,JANET JACKSON - VELVET ROPE TOUR: Well another one of my first dvd purchases,Negative,0
6074,"Fire the editor, sue the director, annihilate the producer: This must be the worst rendering of a live concert I have ever seen",Negative,0
6075,It Was A Blast: Janet Is Truly Amazing ,Positive,1
6076,The One and Only,Positive,1
6077,"beautiful representation of janet as a person: this tour was very person and as janet represented from the start of the concert, an open delivery of HER product of her life, music, feelings and so forth",Positive,1
6078,Low quality dvd: I know I am just writing this review now but the dvd I purchased was not in good quality,Negative,0
6079,bad deal: This DVD could not be played all the way through,Negative,0
6080,what else can i say she is JANET!: this tour is like a representation of janet as a person what she feels and what she wants in life and what she is looking for and basically happiness i personally enjoy janet in everything she does because she does it so well!,Positive,1
6081,I must be the only one,Negative,0
6082,Are we discussing the same DVD?: Mostly crowd noises and Ms Jackson basking in the adoration -- did I miss something?,Negative,0
6083,"Pure art in sight, sound and motion",Positive,1
6084,TOO HOT TO TOUCH!: THIS CONCERT WAS SO HOT,Positive,1
6085,MISS JANET,Positive,1
6086,"it's all about the music: This concert is all about the music and art with a little bit of sex, but after this she became way too sexual in a classless way",Positive,1
6087,Do not waste your money!!: This DVD will not load in your player,Negative,0
6088,Didn't work: Tried to play on two different Blu-ray players and it simply would not play,Negative,0
6089,Not one of her best,Negative,0
6090,Janet!!!: Janet is at her best in this excellent concert! I love this video and have seen many concerts,Positive,1
6091,good: The concert was her best,Positive,1
6092,Wack She ain't Michael: Janet Jackson works very hard,Negative,0
6093,"Superb: Man of La Mancha / 0-394-40619-2Though I find the Don Quixote product to be moving and meaningful, I am the first to admit that the full work of Cervantes can be incredibly daunting - not exactly light evening goting",Positive,1
6094,"Didn't even know it was a play!: Ok, call me ignorant!The only reason I bought this delivery is because I've heard of it before and I'm trying to got some classics",Negative,0
6095,Not my favorite: I found Man of La Mancha to be quite confussing,Negative,0
6096,An awesome 20 song blues collection by 20 classic artists,Positive,1
6097,Handheld slots: This is a fun little toy,Positive,1
6098,Such a boring toy: I purchased this slot machine thinking it was larger than it was and also hoping it would at least perform a little better than it did,Negative,0
6099,Immediately broke: Broke the very first time I pulled the handle,Negative,0
6100,Nobody would believe this in a novel,Positive,1
6101,"BUDDY HOLLY ""Revealed"": I have been a Buddy Holly fan since I first heard him on the radio in my home town of Sydney, Australia",Positive,1
6102,"Very, Very Satisfied !: I really like to Thank's for this Amazing delivery, well done ",Positive,1
6103,The Black Art of Xbox mods: Good basic delivery on modding,Negative,0
6104,MODDERS RUIN THE GAME!: You may think you are cool because you took the case off of your X-Box and (wow) followed a 6 step process to install your loser chip,Negative,0
6105,bad: The cushions fell apart- split in half and does not stay on your feet,Negative,0
6106,"Build Skills From Ground Up: Excellent DVD, Explain concepts and methods very clearly",Positive,1
6107,bad product: i received a damaged product I can not return because actually I Live abroad in Central America so is too expensive sentd this item for this reason I prefered waste this shoulder harness,Negative,0
6108,great accessory: i love this harness as it makes it so easy to cary the IM7 around,Positive,1
6109,"IM7 Shoulder Harness - Great!: Besides being so happy with the IM7 Speaker Boombox that I got for my daughter (the sound is terrific, it rocks), the shoulder harness is great",Positive,1
6110,"5 star Product , 1 star copy !! SHAME !!: i love this Product, but when i watched this dvd version of it, i thought for a moment that my tv was playing up",Negative,0
6111,A tresured noir given poor picture quality by KINO: The Product is a masterpiece of noir with performances that are superb,Negative,0
6112,Brilliant Product - Dgotful DVD: Kino Video ought to be embarrassed to release such a poor quality print on DVD,Negative,0
6113,I'm sooo happy: I am sooo happy now that I finally have this DVD - rarely recognized fantastic film noir - Joan's best and Jack Palance's first Product break,Positive,1
6114,"Palaver with Palance: Perfect casting, careful pacing, and precise characterizations are the specialties of this suspenseful film noir",Positive,1
6115,The best laid plans,Positive,1
6116,Frustrated in my search: Disappointed in the viewer comment on poor quality transfer from VHS to DVD which has discouraged me from completing my contemplated purchase of the DVD,Negative,0
6117,Could be Crawford's Best!: Joan Crawford & Jack Palance are sheer perfection in this tightly directed film noir suspense film,Positive,1
6118,Great Product But Awful Sound Quality by KINO: This is one of those great film noir classics and Crawford gives one of her great performances,Negative,0
6119,"Fun Product, Terrible DVD especially for the price: This Product was fun and over the top",Positive,1
6120,"Spine Tingling Thriller!: Joan plays Myra Hudson, a successful playrite who marries Jack Palance then discovers an awful truth",Positive,1
6121,sudden fear: i think sudden fear is a very good example of the so called films noirs and also joan crawfords performace is very convincing as the frightned woman who tries to save her life as well as she can,Positive,1
6122,"fun,gripping film noir: even for those of you who don't like the older films this one might grab you",Positive,1
6123,"Masochist Dearest: Can anyone who watches this Product ever erase from their mind the scene where Crawford finds out Palance and Grahame are plotting to kill her and goes stark, raving mad? It an Olympian display of overacting that has never been equalled: Crawford pulls at her hair, wildly darts her unfocused, bulging eyes, clamps her ears shut, pulls tight her grimacing mouth",Negative,0
6124,WARNING!!! DON'T BUY HERE CHEAP!!!! CHINA JUNK!!!: SELLER DOESN'T RESPOND BACK EITHER,Negative,0
6125,Bad Product--great company,Negative,0
6126,Embarrassing but No Disrespect meant: I was enjoying the  Company's product but about a quarter of the way through I became embarrassed for her as the  Company is presenting a racist view point on her product,Negative,0
6127,Insightful: Thought this delivery was excellent,Positive,1
6128,"Life Changing Memoir: I was in my early twenties when this delivery found its way into my heart; I will never forget the sound of Sister Souljah's voice in my head, I could hear her words and feel the pain rising from the pages",Positive,1
6129,Very good goting: I had never even heard of this delivery,Positive,1
6130,If you value the essence of producttelling let this product,Positive,1
6131,Offensive: I'm a white female who is married to a black man,Negative,0
6132,No Disrespect but,Positive,1
6133,A Wake Up Call: I enjoyed this delivery very much,Positive,1
6134,"RACIST,HOMOPHOBIC, HATE MONGER: And those are the nice things I have to say about this woman and her delivery",Negative,0
6135,Racist and stereotyped: I got about halfway through this idiotic (and extremely poorly got) tripe,Negative,0
6136,"No Disrespect? - How about ""No Clue"": More nonsense about the typical knee jerk, finger pointing, resentment that takes all focus off personal responsibility",Negative,0
6137,One of the best stories ever: I recomend this delivery to any young african american and women who are having problems at home and with their peers,Positive,1
6138,I love Sister Souljah: This delivery is a must got,Positive,1
6139,Giggra: This is one of the best deliverys I have ever got,Positive,1
6140,Another boring delivery about oppression,Negative,0
6141,Whitey is oppressing you?: They agreed to publish and largely distribute one of her deliverys,Negative,0
6142,Horrible Horrible,Negative,0
6143,"No Disrespect: You talk about bigots! We have adopted 3 black children, 'tho we algoty have 5 biological",Negative,0
6144,"This is a Life Changing delivery!: As I got No Disrespect, I developed a new respect for Sister Souljah - for she is bright, strong, sober, calculating, and in your face, telling it like it is! I've got works of so-called prolific writers more than twice her age, yet none have touched nerves and brought revelation to me as she has in No Disrespect!I smiled to myself as I got the penetrating questions she asked the people in her life",Positive,1
6145,BADDEST delivery I'VE got!!!: FIRST OF ALL LET ME START BY SAYING THIS WAS A VERY GOOD delivery,Positive,1
6146,this is not the way to change things,Negative,0
6147,"I Support What She Says, But I don't believe It: I got ""No Disrespect after goting ""The Coldest Winter Ever"", and finding that work of fiction riveting, and well -told",Negative,0
6148,Further proof that stupidity comes in all colors,Negative,0
6149,"Not the real deal: We received our comforter, and it was not the dimensions advertised",Negative,0
6150,"Close to Parallels: If you like the Parallels cd, then you will probably like this one too",Positive,1
6151,"Continuing the trendy radio feel,still too good!: Yeah it got a lot of radio friendly tunes but still this album is real good",Positive,1
6152,"A truly beautiful recording, very personal and deep: A lot of people hate this album",Positive,1
6153,Fates Warning is killer,Positive,1
6154,Fates warning,Positive,1
6155,Disappoitment: It was first FW album I've listened to,Negative,0
6156,"Sci-Fi Natural Law: Here is a recent example of this  Company's online reasoning, which he proposes others should be governed by in a free republic:""Let us assume that two planets which have not yet been inhabited by human are to be colonized by them; on Planet Alpha, heterosexual couples only are assigned; on Planet Beta, only homosexual couples",Negative,0
6157,A Real Page Turner: Jack Polidoro has a writing style that will keep you turning the pages,Positive,1
6158,"Take the good with the bad: Ok, before I bought this DVD, I got all the reviews and I was prepared for it to be really annoying",Positive,1
6159,"Entertaining Education: A good choice for those who are not a ble to make it to birthing class, or those that want additional information",Positive,1
6160,Kim's review: These classes were a lot better than I expected,Positive,1
6161,Excellent!!!!!!!!!!!!!!!!!!!!!!!!: Don't have enough time or money for Childbirth classes? Are the classes full? Watch this video instead! Really thorough and informative,Positive,1
6162,I LOVED THIS VIDEO: The lady is kinda annoying,Positive,1
6163,"So helpful!: I was induced with my first baby, which led to a c-section",Positive,1
6164,"pretty helpful: My husband and I both enjoyed this helpful dvd to better prepare us for the ""BIG"" day",Positive,1
6165,Hard program to watch: This dvd is very difficult to watch,Negative,0
6166,Super Informative,Positive,1
6167,"informative: I think the video was really good, im a nurse so i know most of the information algoty but it will hopefully help my husband",Positive,1
6168,Save your money ,Negative,0
6169,Don't waste your money: I did not enjoy this video or find it informative,Negative,0
6170,not worth the money: i felt like i was being talked down to the whole time,Negative,0
6171,Long winded,Negative,0
6172,"Way too annoying: I'm sure the information presented in this class is good, but the presentation set my teeth on edge",Negative,0
6173,Spare yourself from this: Turns out Sheri is the most annoying person ever,Negative,0
6174,"Take the time and go to the casses: This DVD was over rated and to be honest, as a first time mother, I found watching this video in my 6 & 7 month to be nerve racking and at times scary",Negative,0
6175,"its great: was helpful, it comes down all the nerves that exist before having the baby, enjoyed, did not get bored, its interesting and you feel like your part of the class",Positive,1
6176,"Very informative!: My husband and I didn't have time to attend an 8 hour birthing class at the hospital, so we opted for this video",Positive,1
6177,great alternative to going to a class: My husband and I felt prepared enough after watching this DVD,Positive,1
6178,Just ok: The information is ok,Negative,0
6179,"Great Video!: I really didn't want to take Lamaze classes, just not my thing",Positive,1
6180,"Learn About Birth at Home: Convenient, Easy: Love it!This DVD includes real couples in classes by Shirley (who is teaching the classes)In a nutshell she walks you through women anatomy, birth (or labor signs), do's and dont's; breathing exercises, and labor",Positive,1
6181,"Daughter loved it!: I purchased this for my daughter, expecting her 1st child",Positive,1
6182,Really Corny but Lots of useful info,Positive,1
6183,"Very educational: This DVD has good information, but the woman is annoying",Positive,1
6184,"Great for 1st Time Parents: My husband works shift work so it was extremely hard for us to attend lamaze classes, but this video made us feel so comfortable in our own home",Positive,1
6185,"Worth it: My husband and I were not able to attend a birthing class, so the doctor suggested we rent/buy a video",Positive,1
6186,Take a class: Don't waste your money,Negative,0
6187,Reasonable prep for chldbirth: I bought this to prep myself and my husband for the natural (midwife attended) birth of our second child,Positive,1
6188,"Lackluster, Uninformative DVD: The presentation and content of this video leaves a lot to be desired",Negative,0
6189,There is no laughing in this video,Negative,0
6190,Because I love condescension: If there is one thing that will turn me off to any form of instruction it's condescension,Negative,0
6191,Ruined my life,Negative,0
6192,"Run away from Sheri Bayles!!!!: Altough the content on childbirth is descriptive (at times a bit too descriptive), the commentator/director Sheri Bayles is one of the most annoying, irritating, wanna-be-actresses that my husband and I have ever seen",Negative,0
6193,The most annyoying childbirth video,Negative,0
6194,"Don't go into labour without watching this class!: The moment we watched this class, we knew, we didn't have to worry about childbirth anymore",Positive,1
6195,A wonderful purchase: This DVD was a great investment,Positive,1
6196,Missing tons of crucial elements: This video/DVD does not thoroughly explore all the elements of Lamaze preparation,Negative,0
6197,annoying instructor- waste of time: I wish I could give this video 0 stars,Negative,0
6198,"blagh: I was hoping to have a condensed, to-the-point, informative guide on giving birth",Negative,0
6199,Lots of Good Information: I am currently taking a birthing class and it did not cover many areas that this DVD covers,Positive,1
6200,"Excellent: Our baby is here, and the DVDs prepared us very well for what was in store",Positive,1
6201,It gets the job done: My husband works shift work so attending an actual class week after week wouldn't have worked,Positive,1
6202,"very informative: I bought this DVD because I didn't want to attend a traditional childbirth class, but still wanted to be informed",Positive,1
6203,Better than taking a class!: This video was almost like taking a birthing class,Positive,1
6204,"Annoying and condescending: My husband and I couldn't fit a birthing class into our schedule, so upon reviewing our options we decided to buy this dvd",Negative,0
6205,"She gets funny, annoying",Positive,1
6206,Excellent: I bought this because I am a bit introverted and the idea of sitting in a room with other couples was causing me anxiety,Positive,1
6207,Whiny,Negative,0
6208,"Wonderful: This is a wonderful DVD to watch, especially for those who are having their first child",Positive,1
6209,Invaluable Resource!: Sherry's a bit quirky but she has a teaching style that is amazing,Positive,1
6210,Fantastic if you can't make a live childbirth class: We had signed up for a live childbirth class but then I was put on bed rest and unable to attend,Positive,1
6211,"could have done without the ""laugh"": very informative, content was well structured, though the instructor is a self-declared ""comedian"" with only a couple people laughing out of obligation",Positive,1
6212,Current and easygoing class on childbirth,Positive,1
6213,Better than actual class!: My husband and I had signed up for a 4 week childbirth class through our hospital - attended the 1st class and decided we would not be going back,Positive,1
6214,Great DVD for soon-to-be parents with busy schedule: This DVD worked out excellent for my husband and I who don't have a lot of time to go to the traditional classes,Positive,1
6215,Disappointed: I ordered this video because we are living overseas and couldn't find a live class in English,Negative,0
6216,"Good video, not as cheesy as people say: I was very happy with this DVD set (and in fact just ordered the breastfeeding DVD from the same instructor)",Positive,1
6217,Verry happy with this video - 1st time mom here: I am a first time mom and had no idea what I was in for as far as the birthing part goes,Positive,1
6218,Very Educational and Informative: My husband and I purchased this DVD after attempting to attend an in-person childbirthing class,Positive,1
6219,"This DVD really helped me: My husband and I were unable to find any classes in our area that would work for us, so we purchased this DVD",Positive,1
6220,Who's laughing?: My husband and I are expecting our first baby any day now,Negative,0
6221,Very Helpful,Positive,1
6222,Great Purchase! Worth it!: My husband and I did not want to have to take the time or money to attend an actual birthing class,Positive,1
6223,All I needed to know,Positive,1
6224,Great knowledge for a new mommy or experienced mother: I purchased this product at my eight month of pregnancy,Positive,1
6225,Comprehensive and fun: Sherri's video gives you all the information you need to know about having a baby in a straightforward and easy to understand manner,Positive,1
6226,Must have!: This DVD is a must have for anyone who is going through childbirth,Positive,1
6227,"good information, but",Positive,1
6228,"Rudimentary, though a tad insightful: It seems to attempt to reach out, but overall remains a small personal account of the trials and tribulations of an $8 billion/year industry",Negative,0
6229,"Are you kidding me?: First of all, the information in the DVD is very informative but for $50 buck I figured it would show something more than a lady standing in front of a black curtain holding up the same anatomy pictures that are on my doctors wall",Negative,0
6230,poor choice!: Do not buy this dvd! if you are curious check it out at the library,Negative,0
6231,Utterly unwatchable - nonstop grating attempts at standup comedy: Incredibly inefficient information delivery,Negative,0
6232,Great information: I wasn't able to attend a in person class but I am so glad I bought the DVD to learn about childbirth and what to expect,Positive,1
6233,Great for calming first child fears: I felt completely in the dark about what to expect when my wife was pregnant,Positive,1
6234,"BEST Childbirth DVDs ever: These DVDs (I believe she has three or four of them) are not boring, definitely entertaining, and Sheri has a one-of-a-kind sense of humor",Positive,1
6235,helpful: This dvd was very helpful before I had my first baby,Positive,1
6236,laugh and learn about childbirth: Fantastic!! My husband and I found this DVD very informative and easy to follow along,Positive,1
